569,0,,ESC. BÁS. N° 7573  VIRGEN DE CAACUPÉ DE FE Y ALEGRIA ,,LUQUE,HERNANDARIAS,URBANA,,R2,30,E.E.B,AULAS,1,OTRO,ANDE,MEC,SI,SE NECESITAN AULAS PARA EL 3ER.CICLO,CENTRAL,11
571,0,,ESC. BÁS. N° 7573  VIRGEN DE CAACUPÉ DE FE Y ALEGRIA ,,LUQUE,HERNANDARIAS,URBANA,,R2,25,E.E.B,AULAS,1,OTRO,ANDE,MEC,SI,NIVEL INICIAL NO CUENTA CON AULA,CENTRAL,11
573,0,,ESC. BÁS. N° 7573  VIRGEN DE CAACUPÉ DE FE Y ALEGRIA ,,LUQUE,HERNANDARIAS,URBANA,,R2,250,E.E.B,BIBLIOTECA,1,OTRO,ANDE,MEC,SI,NECESIDAD DE ESTE ESPACIO DE LECTURA,CENTRAL,11
216,1114009,,COLEGIO NACIONAL  JOSÉ DOLORES GONZÁLEZ ,,SAN LORENZO,TAYUAZAPE,URBANA,,R1,131,MEDIO,SALA DE INFORMÁTICA,1,AGUATERIA,ANDE,MEC,SI,POR NO CONTAR CON SALA DE INFORMATICA MUY NECESARIO PARA EL BTC,CENTRAL,11
218,1114009,,COLEGIO NACIONAL  JOSÉ DOLORES GONZÁLEZ ,,SAN LORENZO,TAYUAZAPE,URBANA,,R1,200,MEDIO,SALÓN MULTIUSO,1,AGUATERIA,ANDE,MEC,SI,"POR NO CONTAR CON UN ESPACIO PARA LA REALIZACION DE ACTIVIDADES ACADEMICAS CON ALUMNOS, DOCENTES Y PADRES",CENTRAL,11
220,1114009,,COLEGIO NACIONAL  JOSÉ DOLORES GONZÁLEZ ,,SAN LORENZO,TAYUAZAPE,URBANA,,R1,131,MEDIO,AULASS,3,AGUATERIA,ANDE,MEC,SI,CONSTRUCCION DE SALAS EQUIPADAS PARA LOS ALUMNOS DEL BTC EN HORARIO OPUESTO,CENTRAL,11
260,1114036,,"CENTRO REGIONAL  ""SATURIO RÍOS""",,SAN LORENZO,SAN ANTONIO,URBANA,,R1,1050,MEDIO,AULASS,6,AGUATERIA,ANDE,MEC,SI,EL PEDIDO OBEDECE A LA SEPARACION DEL BACHILLERATO TECNICO CIENTIFICO,CENTRAL,11
262,1114036,,"CENTRO REGIONAL  ""SATURIO RÍOS""",,SAN LORENZO,SAN ANTONIO,URBANA,,R1,1050,MEDIO,AULASS,2,AGUATERIA,ANDE,MEC,SI,SEPARACION ADMINISTRATIVA DE DIRECCION Y SECRETARIA,CENTRAL,11
108,7560,44,ESC. BÁS. N° 15309 SAN JOSÉ ,,AREGUÁ,ISLA VALLE,URBANA,,R3,30,N1,AULAS,1,AGUATERIA,ANDE,MEC,SI,CRECIMIENTO NATURAL,CENTRAL,11
255,7560,44,ESC. BÁS. N° 15309 SAN JOSÉ ,,AREGUÁ,ISLA VALLE,URBANA,,R3,120,N1,BIBLIOTECA,1,AGUATERIA,ANDE,MEC,SI,FALTA DE INFRAESTRUCTURA,CENTRAL,11
289,7560,44,ESC. BÁS. N° 15309 SAN JOSÉ ,,AREGUÁ,ISLA VALLE,URBANA,,R3,150,N1,DIRECCIÓN,1,AGUATERIA,ANDE,MEC,SI,FALTA DE INFRAESTRUCTURA,CENTRAL,11
349,7560,44,ESC. BÁS. N° 15309 SAN JOSÉ ,,AREGUÁ,ISLA VALLE,URBANA,,R3,150,N1,MURALLA,,AGUATERIA,ANDE,MEC,SI,POR LA EXTREMA INSEGURIDAD,CENTRAL,11
179,103090,1012,ESC.BAS.Nº 1782,1782,AZOTEY,Bº SANTA ANA,RURAL,,6,-,COMPARTIDO,AULAS,1,J. DE SANEAMIENTO,ANDE,MEC,SI,PARA ALBERGAR A MAS ALUMNOS,CONCEPCION,1
39,,1062,ESC. BÁS. N 985 PROF. JUANA FERNÁNDEZ DE ALONSO,,CONCEPCIÓN ,PASO HORQUETA,RURAL,,2,20,E.E.B,AULAS,1,RIO,ANDE ,MEC,SI,DÉFICIT DE SALA PARA P. ESCOLAR,CONCEPCION,1
40,,1062,ESC. BÁS. N 985 PROF. JUANA FERNÁNDEZ DE ALONSO,,CONCEPCIÓN ,PASO HORQUETA,RURAL,,2,218,E.E.B Y N. M,POZO ARTESIANO,1,RIO,ANDE ,MEC,SI,PORQUE EL AGUA CORRIENTE DEL RIO NO ESTÁ TRATADA,CONCEPCION,1
41,,1062,ESC. BÁS. N 985 PROF. JUANA FERNÁNDEZ DE ALONSO,,CONCEPCIÓN ,PASO HORQUETA,RURAL,,2,218,E.E.B Y N. M,POZO ARTESIANO,1,RIO,ANDE ,MEC,SI,,CONCEPCION,1
79,208238,1249,COL. NACIONAL TTE. CNEL. FULGENCIO YEGROS,,SAN ESTANISLAO,CALLE 12000 DEF. DEL CHACO,RURAL,COL. DEF. DEL CHACO,4,30,E.E.B.,AULAS,2,SI,SI,SI,SI,"REPARACIÓN DE PARED, PISO, PUERTAS Y VENTANAS",SAN PEDRO,2
69,204026,1475,COL. NAC. TTE. ADOLFO ROJAS SILVA,,GEA,JHUGUA REY,RURAL,,11,212,COMPARTIDO,AULAS,3,POZO,SI,SI,SI,DEFICIT,SAN PEDRO,2
144,208002,1682,ESC. BÁS. 2742 NAZARETH,,SAN ESTANISLAO,MONTE ALTO,URBANA,MONTE ALTO,4,285,EI Y E.E.B,"SALÓN MULTIUSO, AULUASPARA ARTES INDUSTRIALES, AULAS PARA GRADOS",4,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
72,208003,1683,"ESCUELA BÁSICA N°2846 ""VIRGEN DE LOURDES""",,SAN ESTANISLAO,BO VIRGEN DE LOURDES,URBANA,,4,209,"E.I., E.E.B. Y NIVEL MEDIO",AULAS,7,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
86,208004,1684,"ESCUELA BÁSICA N°1874 ""CNEL. VICENTE MONGELÓS""",,SAN ESTANISLAO,BO CNEL. VICENTE MONGELÓS,URBANA,,4,27,E.I.,AULAS,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
145,208005,1685,ESC. BÁS. N° 4977 SAN ROQUE G. DE SANTACRUZ,,SAN ESTANISLAO,YCUA PA'I,URBANA,YCUA PA'I,4,64,E.E.B,AULAS,1,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
139,208007,1687,ESC. BÁS. N° 4413 MARIA AUXILIADORA,,SAN ESTANISLAO,B° 3 TAPIRACUAI,URBANA,B° 3 TAPIRACUAI,4,338,"EI, E.E.B Y E.M ","SALA DE CLASE, BIBLIOTECA, LABORATORIO, TALLER,DIRECCIÓN",6,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
140,208010,1690,ESC. BÁS N° 4414 MADRE MARIA BENITA ARIAS,,SAN ESTANISLAO,B° SAN JOSÉ,URBANA,B° SAN JOSÉ,4,77,EI Y E.E.B,AULAS,2,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
75,208011,1691,COL. NAC. E.M.D. SEBASTIAN DE YEGOS,,SAN ESTANISLAO,CIRATY,URBANA,,4,210,"E.E.B , BT Y BC",AULAS,9,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
76,208011,1691,,,SAN ESTANISLAO,CIRATY,URBANA,,4,750,"E.E.B , E.M  Y FP","LABORATORIO DE INFORMÁTICA,POLIDEPORTIVO",2,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
146,208013,1693,ESC. BÁS. N° 3772 VIRGEN DE FÁTIMA,,SAN ESTANISLAO,VIRGEN DE FÁTIMA,URBANA,VIRGEN DE FÁTIMA,4,78,E.E.B,AULAS,2,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
102,208049,1729,COLEGIO TÉCNICO AGROPECUARIO SAN SEBASTIÁN,,SAN ESTANISLAO,BO 20 DE ENERO,RURAL,,4,108,E.E.B. Y NIVEL MEDIO,LABORATORIO,2,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
82,208075,1755,"ESC. BÁS. N° 3069 ""VIRGEN DE FÁTIMA""",,SAN ESTANISLAO,YATAITY CORÁ,RURAL,,4,10,E.I.,AULAS,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
83,208075,1755,"ESC. BÁS. N° 3069 ""VIRGEN DE FÁTIMA""",,SAN ESTANISLAO,YATAITY CORÁ,RURAL,,4,60,E.I. Y E.E.B.,BIBLIOTECA,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
84,208075,1755,"ESC. BÁS. N° 3069 ""VIRGEN DE FÁTIMA""",,SAN ESTANISLAO,YATAITY CORÁ,RURAL,,4,5,E.I. Y E.E.B.,SALA DE PROFESORES,1,SI,SI,SI,SI,DÉFICIT,SAN PEDRO,2
142,208076,1756,ESC. BÁS. N° 2753 SAN JOSÉ,,SAN ESTANISLAO,ARROYO GUAZÚ,RURAL,ARROYO GUAZÚ,4,70,EI ,AULAS,1,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
77,208083,1763,COL. NACIONAL DOMINGO SAVIO,,SAN ESTANISLAO,BO SAN BLÁS,RURAL,COL. DEF. DEL CHACO,4,95, NIVEL MEDIO,AULAS,3,SI,SI,SI,SI,FALTA DE AULA PARA DESARROLLO DE CLASE EN TURNO OPUESTO,SAN PEDRO,2
78,208083,1763,COL. NACIONAL DOMINGO SAVIO,,SAN ESTANISLAO,BO SAN BLÁS,RURAL,COL. DEF. DEL CHACO,4,180,E.E.B. Y NIVEL MEDIO,POLIDEPORTIVO,1,SI,SI,SI,SI,"LUGAR ADECUADO PARA LA CLASE DE ED. FÍSICA, RECREACIÓN Y EVENTOS ESCOLARES.",SAN PEDRO,2
148,208084,1764,ESC. BÁS. N° 3943 SAN ANTONIO,,SAN ESTANISLAO,CALLE 8000 BERTONI,RURAL,CALLE 8000 BERTONI,4,33,EI Y E.E.B,AULAS,3,SÍ,SI,SI,SI,DEFICIT,SAN PEDRO,2
14,217004,1767,ESC. BÁS.  N° 3037  1° DE NOVIEMBRE,,CAPIIBARY,CALLE 1° DE NOVIEMBRE,RURAL,CALLE 1° DE NOBIEMRE,2,179,E.E.B,AULAS,3,CORPOSANA,ANDE,MEC,SI,"FALTA DE AULAS PARA P.E., 7°, 8° Y 9° GRADO Y LA PARTE ADMINISTRATIVA.",SAN PEDRO,2
29,217005,1768,ESC. BÁS. N° 3545 SAN RAFAEL,,CAPIIBARY,A. 3 DE NOBIEMBRE,RURAL,3 DE NOVIEMBRE,2,,E.E.B,DIRECCIÓN,1,SENASA,ANDE,MEC,SI,"BRINDAR COMODIDAD Y SEGURIDAD TANTO A ALUMNOS/AS Y DOCENTES, PARA ASEGURAR UN APREDINSAJE EFECTIVO.",SAN PEDRO,2
23,217006,1769,ESC. BÁS. N° 3048 DR. VICENTE SARUBBI ZALDIVAR,,CAPIIBARY,3 DE NOVIEMBRE,,3 DE NOVIEMBRE,2,186,E.E.B Y E.M ,DIRECCIÓN,1,,ANDE,MEC,SI,ACTUALMENTE CARECEMOS DE ESPOACIO CON INFRAESTRUCTURA EDILICIA PARA DIRECCIÓN Y SECRETARIA.,SAN PEDRO,2
30,217007,1770,ESC. BÁS. N° 4542 SAN MIGUEL ,,CAPIIBARY,SAN MIGUEL,RURAL,3 DE NOVIEMBRE,2,20,E.E.B,AULAS,3,SENASA,ANDE,MEC,SI,POR CRECIMIENTO DE MATRICULADOS Y PRECARIEDAD DE INFRAESTRUCTURA . POR NECESIDAD Y DISTANCIAMENTO DE UNA INSTITUCIÓN A OTRO.,SAN PEDRO,2
17,217009,1772,ESC. BÁS. N° 3030  25 DE DICIEMBRE,,CAPIIBARY,CALLE 25 DE DICIEMBRE.,RURAL,CAPIIBARY,2,100,E.E.B,AULAS,3,,,,,TODAS LAS AULAS ESTA ABSOLUTO Y GENERA RIESGO A 100 NIÑOS/AS.,SAN PEDRO,2
21,217011,1774,ESC. BÁS. N° 3049 VIRGEN DE FÁTIMA,,CAPIIBARY,B° VIRGEN DE FÁTIMA,RURAL,CALLE 3 DE NOVIEMBRE,2,85,E.E.B,AULAS,3,,,,,NUESTRA INSTITUCIÓN ES DE MADERA CON 23 AÑOS DE ANTIGÜEDAD Y YA NO OFRESE NINGUNA GARANTÍA A LOS EDUCANDOS Y A LOS DOCENTES.,SAN PEDRO,2
18,217012,1775,ESC. BÁS. N° 4527 NUESTRA SEÑORA DE LA ASUNCIÓN,,CAPIIBARY,A. 10 DE JUNIO,RURAL,A. 10 DE JUNIO,2,180,E.E.B,AULAS,6,POZO COMÚN,,,SI,LAS AULAS CON QUE DISPONEN LA ESCUELA SON DE PEQUEÑAS CONDICIONES CONSTRUIDO POR LOS PADRES LO CUAL DIFICULTA EL APRENDIZAJE DE LOS EDUCANDOS.,SAN PEDRO,2
59,217015,1776,ESC. BÁS. N° 3028 SAN ROQUE GONZALEZ DE SANTA CRUZ,,CAPIIBARY,CALLE 8 DE DICIEMBRE,RURAL,,2,140,E.E.B,AULAS,1,SENASA,ANDE,EN GESTIÓN,SI,QUEREMOS CONTAR CON ESTOS  PEDIDOS POR QUE EL PREECOLAR FUNCIONA CON OTRO GRADO Y A LA INSTITUCIÓN LE FALTA CERCADO.,SAN PEDRO,2
24,217016,1779,ESC. BÁS. N° 3027 SANTA ROSA,,CAPIIBARY,,RURAL,CALLE 30 DE AGOSTO,2,138,E.E.B,AULAS,4,CORPOSANA,,,SI,"LA INSTITUCIÓNTIENE 24 AÑOS DE FUNDACIÓN, Y UNO DE LOS PABELLONES SE ENCUENTRA EN ESTADO DEPLORABLE, POR LO TANTO ES NECESARIO LA CONSTRUCCIÓN URGENTE DE UN NUEVO PABELLÓN.",SAN PEDRO,2
58,217019,1782,ESC. BÁS. N° 4526 SANTA LIBRADA,,CAPIIBARY,CALLE 20 DE JULIO L.O,RURAL,CALLE 20 DE JULIO,2,35,E.E.B,AULAS,3,SENASA,ANDE,NO,SI,QUEREMOS CONTAR CON ESTOS PEDIDOS POR QUE LA INSTITUCIÓN NO CUENTA CON AULAS ADECUADAS A LOS NIÑOS/AS DE LA COMUNIDAD.,SAN PEDRO,2
60,217022,1785,ESC. BÁS. N° 3026 SANTA LIBRADA,,CAPIIBARY,COMPAÑÍA 20 DE JULIO,RURAL,CALLE 20 DE JULIO,2,68,E.E.B,AULAS,1,SENASA,ANDE,NO,SI,QUEREMOS CONTAR CON ESTOS PEDIDOS POR QUE EL PREESCOLAR Y LA DIRECCIÓN FUNCIONA CON OTRO GRADO.,SAN PEDRO,2
61,217022,1785,ESC. BÁS. N° 3026 SANTA LIBRADA,,CAPIIBARY,COMPAÑÍA 20 DE JULIO,RURAL,CALLE 20 DE JULIO,2,68,E.E.B,DIRECCIÓN,1,SENASA,ANDE,NO,SI,QUEREMOS CONTAR CON ESTOS PEDIDOS POR QUE EL PREESCOLAR Y LA DIRECCIÓN FUNCIONA CON OTRO GRADO.,SAN PEDRO,2
26,217025,1788,ESC. BÁS. N° 2481 MCAL. F. S. LÓPEZ,,CAPIIBARY,1° DE MARZO,URBANA,1° DE MARZO,2,,E.E.B,AULAS,3,J. DE SANEAMIENTO,ANDE,MEC,SI,POR ATENTAR CONTRA LA VUDA DE LOS ALUMNOS/AS.,SAN PEDRO,2
15,217026,1789,ESC. BÁS. N° 3050 4 DE MAYO,,CAPIIBARY,4 DE MAYO,URBANA,,2,280,E.E.B,AULAS,4,CORPOSANA,ANDE,MEC,SI,AUMENTO DE MATRICULADOS PARA MEJOR ORGANIZACIÓN.,SAN PEDRO,2
31,217027,1790,ESC. BÁS. N° 4543 SAN ISIDRO,,CAPIIBARY,A. SAN ISIDRO ,RURAL,A. SAN ISIDRO,2,80,E.E.B,AULAS,3,SENASA,ANDE,MEC,SI,"LA CONSTRUCCIÓN ACTUAL ES DE MADERA Y MUY PRECARIA, Y DESEAMOS BRINDRAR MÁS COMODIDAD Y SEGURIDAD TANTO A ALUMNOS/AS Y DOCENTES, PARA ASEGURAR UN APRENDISAJE EFECTIVO.",SAN PEDRO,2
19,217029,1792,ESC.BÁS.N° 4528 MCAL. J. F. ESTIGARRIBIA.,,CAPIIBARY,12 DE JUNIO,RURAL,12 DE JUNIO,2,115,E.E.B,AULAS,4,POTABLE PRIVADO,ANDE,MEC,SI,"EN LA INSTITUCIÓN NECESITAMOS MÁS AULAS PARA EDUCACION INICIAL Y 3° CICLO POR QUE DE LO QUESE DISPONE, TIENE ESPACIO CHICO Y TAMBIEN ES DE MADERA LA PARED YA ES VIEJO.",SAN PEDRO,2
